[2022-07-06 19:46:10] [INFO] [OdontologoService:34] Se guardó el odontólogo: OdontologoDTO(id=1, nombre=Sujeto, apellido=de Prueba, matricula=123355)
[2022-07-06 20:00:43] [INFO] [OdontologoService:34] Se guardó el odontólogo: OdontologoDTO(id=5, nombre=Sujeto, apellido=de Prueba, matricula=123355)
[2022-07-06 20:00:43] [INFO] [OdontologoService:34] Se guardó el odontólogo: OdontologoDTO(id=6, nombre=Sujeto, apellido=de Prueba, matricula=123355)
[2022-07-06 20:00:43] [INFO] [OdontologoService:34] Se guardó el odontólogo: OdontologoDTO(id=7, nombre=Sujeto, apellido=de Prueba, matricula=123355)
[2022-07-06 20:00:43] [INFO] [OdontologoService:34] Se guardó el odontólogo: OdontologoDTO(id=8, nombre=Sujeto, apellido=de Prueba, matricula=123355)
[2022-07-06 20:00:43] [INFO] [OdontologoService:34] Se guardó el odontólogo: OdontologoDTO(id=9, nombre=Sujeto, apellido=de Prueba, matricula=123355)
[2022-07-06 20:00:43] [INFO] [OdontologoService:34] Se guardó el odontólogo: OdontologoDTO(id=10, nombre=Sujeto, apellido=de Prueba, matricula=123355)
[2022-07-06 20:00:43] [INFO] [OdontologoService:34] Se guardó el odontólogo: OdontologoDTO(id=11, nombre=Sujeto, apellido=de Prueba, matricula=123355)
[2022-07-06 20:00:43] [INFO] [OdontologoService:34] Se guardó el odontólogo: OdontologoDTO(id=12, nombre=Sujeto, apellido=de Prueba, matricula=123355)
[2022-07-06 20:00:43] [INFO] [OdontologoService:34] Se guardó el odontólogo: OdontologoDTO(id=13, nombre=Sujeto, apellido=de Prueba, matricula=123355)
[2022-07-06 20:02:39] [INFO] [OdontologoService:34] Se guardo el odontologo: OdontologoDTO(id=1, nombre=Sujeto, apellido=de Prueba, matricula=123355)
[2022-07-06 20:06:46] [INFO] [OdontologoService:34] Se guardo el odontologo: OdontologoDTO(id=2, nombre=Sujeto, apellido=de Prueba, matricula=123355)
[2022-07-06 20:06:46] [INFO] [OdontologoService:34] Se guardo el odontologo: OdontologoDTO(id=3, nombre=Sujeto, apellido=de Prueba, matricula=123355)
[2022-07-06 20:06:46] [INFO] [OdontologoService:34] Se guardo el odontologo: OdontologoDTO(id=4, nombre=Sujeto, apellido=de Prueba, matricula=123355)
[2022-07-06 20:06:46] [INFO] [OdontologoService:34] Se guardo el odontologo: OdontologoDTO(id=5, nombre=Sujeto, apellido=de Prueba, matricula=123355)
[2022-07-06 20:06:46] [INFO] [OdontologoService:34] Se guardo el odontologo: OdontologoDTO(id=6, nombre=Sujeto, apellido=de Prueba, matricula=123355)
[2022-07-06 20:06:46] [INFO] [OdontologoService:34] Se guardo el odontologo: OdontologoDTO(id=7, nombre=Sujeto, apellido=de Prueba, matricula=123355)
[2022-07-06 20:06:46] [INFO] [OdontologoService:34] Se guardo el odontologo: OdontologoDTO(id=8, nombre=Sujeto, apellido=de Prueba, matricula=123355)
[2022-07-06 20:06:46] [INFO] [OdontologoService:34] Se guardo el odontologo: OdontologoDTO(id=9, nombre=Sujeto, apellido=de Prueba, matricula=123355)
[2022-07-06 20:06:46] [INFO] [OdontologoService:34] Se guardo el odontologo: OdontologoDTO(id=10, nombre=Sujeto, apellido=de Prueba, matricula=123355)
[2022-07-06 20:06:46] [INFO] [OdontologoService:34] Se guardo el odontologo: OdontologoDTO(id=11, nombre=Sujeto, apellido=de Prueba, matricula=123355)
[2022-07-06 20:06:46] [INFO] [OdontologoService:34] Se guardo el odontologo: OdontologoDTO(id=12, nombre=Sujeto, apellido=de Prueba, matricula=123355)
[2022-07-06 20:06:46] [INFO] [OdontologoService:34] Se guardo el odontologo: OdontologoDTO(id=13, nombre=Sujeto, apellido=de Prueba, matricula=123355)
[2022-07-06 20:06:46] [INFO] [OdontologoService:34] Se guardo el odontologo: OdontologoDTO(id=14, nombre=Sujeto, apellido=de Prueba, matricula=123355)
[2022-07-06 20:09:04] [INFO] [OdontologoService:34] Se guardo el odontologo: OdontologoDTO(id=15, nombre=Sujeto, apellido=de Prueba, matricula=123355)
[2022-07-06 20:13:54] [INFO] [OdontologoService:34] Se guardo el odontologo: OdontologoDTO(id=16, nombre=dfgfdg, apellido=dfgdf, matricula=dfgfd)
